target,text
1,"Saaxiibada caalamku waxay ku celinayaan walaaca ah in qoondada boqolkiiba ka ee matalaadda haweenka ee baarlamaanka aan la gaarsiineyn, waxa ayna ku baaqayaan in tallaabooyin degdeg ah lagu saxo kuraasta harsan , Suxufiyiintu ay awood u yeeshaan inay tebiyaan, bulshada rayidka ahna ay si xor ah u kormeeraan hawlaha doorashada cabsi gelin la’aan"
1,"Maadaama wakhtiga kama dambeysta ah ee ay isku raaceen Golaha Wadatashiga Qaran bishii Jannaayo  uu ku eg yahay  Feberaayo, bahwadaagtu waxa ay dhiirigelinayaan sii wadidda dardargelinta, si loo xaqiijiyo dhammaystir degdeg ah, laguna kalsoonaan karo  ee geeddisocodka doorashada"
1,"Dadka kunool degaanka Saaxo ee Gobolka Mudug ayaa waxaabay sheegeen inay soo wajahday cabsi ku saabsan inay sii korshaan falalka dilalka ee la xiriira aanooyinka qabiika , Dhowrkii sano ee la soo dhaafay ayaa degaannada Maamulka Galmudug kusoo kordhay dilalka iyo dagaalada la xiriira qabiilka, iyada oo madaxda Galmudug aysan waxba ka qaban"
1,"Madaxweynaha Dowlad Goboleedka Jubbaland Axmed Maxamed Islaam, ayaa Xarunta Madaxtooyada ku qaabilay xildhibaanada Cusub ee maanta lagu doortay Magaalada Kismaayo"
1,"Beesha Caalamka ayaa ka hadashay doorashooyinka Golaha Shacabka ee qabsoomay iyo kuwa harsan, iyaga oo ku baaqay in doorashooyinka lagu dhameystiro waqtigii loo asteeyayHoos Ka Akhriso Warsaxaafadeed kasoo baxay Beesha Caalamka"
1,"Maleeshiyaad hubeysan ayaa laba qof oo Shacab ahaa waxaa ay ku dileen Deegaanka Saaxo ee Gobolka Mudug, iyaga oo dilka kadib goobta ka baxsaday , Maleeshiyaadka dilka geystay ayaà ka yimid dhinaca Deegaanka Galiinsoor ee Gobolka Galguduud sida wararku sheegayaan, wuxuuna dilla salka ku hayaa aanooyin qabiil , Is rasaaseynta ayaa Magaalada Buuhoodle ee Gobolka Togdheer waxaa ay  ku dhexmartay Ciidamada Booliska Puntland ee ka howlgalla Magaaladaas iyo Koox ka Ganacsaneysay Maandooriyaha khamriga"
1,"Is rasaaseynta ayaa waxaa ay ka dambeeysay kadib markii Ciidamada Booliska Puntland oo howlgal kujira ay la kulmeen Kooxda ka hanacsaneysay maandooriyaha Khamriga, waxaana dagaalkii dhexmaray ku geeriyooday hal Ruux oo rayid ah saddex kale oo laba askar yihiin ay ku dhaawacmeen"
1,"Xaaladda Magaalada Buuhoodle ayaa haatan degan, balse waxaa weli howlgallo kala duwan ka wada Ciidamada Booliska Puntland, kuwaas oo ku raad jooga dadka isticmaala iyo kuwa ka Ganacsada Khamriga"
1,"Ciidamada Booliska Puntland ayaa bilihii la soo dhaafay waxaa ay wadeen howlgallo ay kula dagaalamayaan Kooxaha ka Ganacsada maandooriyaha, waxaana dhowr jeer ay dagaalo adag kala kulmeen Kooxaha ka Ganacsada"
1,"Mas’uuliyiinta Cameroon waxay sheegeen inay bilaabeen baaritaan lagu ogaanayo dhacdada weriyeyaasha lagu weeraray , Waa dhibaato soo wajahday xiriirka kubadda cagta ee Afrika kuwaas oo dadaal xooggan geliyay ka hor ciyaarta wax ka qabashada walaaca amni"
1,Xiddiga reer Algeria Ismail Bennacer ayaa sheegay in uu ka xun yahay weerarka lagu qaaday weriyeyaashaXulka qaranka Algeria oo daafacanayo Koobka ayaa maanta lagu wadaa in uu la dheelo xulka Sierra Leone
1,Kooxda Kubadda Cagta Manchester United ayaa shaqada tababarenimo ka ceyrisay Ole Gunnar Solskjaer kadib guuldarradii xooganeyd ee Sabtidii ku dhacday iyo hal guul oo kaliya toddobadii kulan ee ugu dambeeyey
1,"Saddex weriye oo u dhashay dalka Algeria ayaa lagu tooriyeeyay Cameroon kadib markii koox ay ku weerartay mindiyo , Waxaa dhaawacmay qaar kamid ah ciyaartooyda oo ay ka dhaceen alaabtooda xilli ay ku sugnaayeen huteel ku yaalla caasimadda Cameroon ee Douala"
1,"Xiriirka Kubadda Cagta Algeria ayaa sheegay in Ismaaciil Amokrane, Mehdi Dahak iyo Maxamed Aissani ay tebinayeen ciyaaraha Koobka Qaramada Afrika ee ka socda dalkaas , Waxay ka dhaceen weriyeyaasha teleefoonadooda iyo baasabooradoodaWaxaana soo gaaray dhaawacyo fudud, waxaana lagu dabiibaya cisbitaalka"
1,Waxaa goordhow lagu dhawaaqay Xilliga rasmiga ah ee uu furmaayo tartanka kubada cagta degmooyinka gobolka Banaadir oo maalmihii la soo dhaafay uu socday diyaar garoowgiisa
1,Guddoomiyaha Ciyaaraha gobolka Banaadir Xasan Aadan Yabarow Wiish iyo gudigiisa ayaa si rasmi ah ugu dhawaaqay in ka bishan oo ku beegan maalinta khamiista uu furmi doono tartanka kubada cagta degmoyinka iyo degaanada gobolka Banaadir
1,Kooxaha Kubadsa Cagta degmooyinka iyo degaannada Gobolka Banaadir iyo taageerayaashooda ayaa wada diyaar garoow ku aadan ka qeyb galka tartanka oo sanadkaan xiiso gaar ah leh
1,Kooxda Watford oo ka mid ah kuwa ugu hooseeya kala horeynta horyaalka Premier League ayaa habeenkii Sabtida  kaga adkaatay Manchester United
1,"Kahor kulankaas waxaa kooxda  ku garaacday Manchester City, ayada oo toddobaadyo kahorna guuldarro xooggan oo  ah ay kala kulantay kooxda ay xifaaltamaan ee Liverpool"
1,"Xilli ciyaareedka oo aan wali kalabar gaarin ayay kooxaha Ingiriisku bilaabeen inay shaqada ka cayriyaan tababareyaasha, waxaana hore loo ogaa in kooxaha Premier League ee Tottenham, Newcastle United iyo Watford ay macallimiintoodii eryeen"
1,"Kooxda ayaa sheegtay in kulamada soo socda uu tababare kooxda usii ahaan doono Michael Carrick oo ka mid ahaa tababarayaasha ka hoos shaqeynayey Ole, illaa laga magacaabayo tababare kumeel gaar ah oo xilli cayaareedka dhammeeya"
1,"Ole Gunner Solskjaer, ayaa si maldahan u sheegay in kooxda Manchester United ay kasoo baxdey toddobaad adag, kadib markii ay guul ka gaartey kulankii ay la yeelatey kooxda Tottenham , Guushani ayaa waxey farriin adag u direysaa kooxda Liverpool, taasoo ku dhufatey  kooxdan Manchester United"
1,"Christian Ronaldo, ayaa ahaa xidigii ciyaarta, kaasoo jawaab buuxda ka bixiyey guul daradii  aheyd, ee ay Liverpool toddobaadkii hore kala dul dhacdey ciyaartii garoonka Old Traffold ee labada kooxood, taasoo keentay in su’aalo badan la iska weeydiiyo mustaqbalka tababare Solskjaer"
1,"Solskjaer ayaa wali dhax dabaalanaya xiliyadiisii ugu adkaa ee laylinta kooxda Manchester United, laakiin ciyaaryahan Ronaldo ayaa u fududeeyey macalinkiisa, kadib markii uu kubad uu ka helay Bruno Fernandes dhex dhigay shabaqa lix daqiiqo kahor qeybta nasashada, kadibna baas uu ka helay Edinson Cavani, hal ilbiriqsi kadib  daqiiqo"
1,"Isu jawaabista ayaa u muuqata mid ka timid guul daradii toddobaadkii hore lasoo gudboonaatey kooxa Manchester United, iyadoo kooxdu ay ku dadaaleyso sidii ay ugga aar gudan laheyd Liverpool"
1,"Labada koox ee Manchester United iyo Liverpool, ayaa waxaa ka dhaxeeya xifaaltan soo jiitamayey muddo dheer, iyadoo ay Liverpool ka adkaatey dhawaan kooxda Manchester United"
1,"“Manchester United waxay ku dhowaaqeysa in Ole Gunnar Solskjaer uu ka tegay xilkiisa macallinimo ee kooxda,” ayaa lagu yiri bayaan kasoo baxay kooxda“Ole waxa uu weligiis ahaan doonaa halyey Manchester United, waxaan aad uga xunnahay inaan gaarnay go’aankan adag”"
1,"Kooxda Norwich City ayaa shaqada ka ceyrisay Macalinkii kooxdaas Stev Sacked’ kadib guul darooyin is xig xiga oo koodaas soo gaaraySacked, ayaa Norwich City guushii ugu horeysay farta ka saaray’ balse iyagana boorsadiisa ayey farta ka saareen"
1,Faransiiska iyo xulafadiisa Yurub ayaa ciidamadooda kala bixi doona Mali ku dhawaad toban sano ka dib oo ay dalkaasi ka howlgalayeenMadaxweyne Emmanuel Macron ayaana shaaciyay hadalkaan
1,"Ciidamadan ayaa tan iyo sanadkii kii ku howlanaa la dagaalanka kooxaha Islaamiyiinta ee ka dagaalama dalkaasi , Ciidamada laga saaro dalka Mali ayaa dib la geyn doonaa meelo kale oo ka tirsan gobolka Saaxil ee Afrika"
1,"Waxa uu beeniyay in howlgalladii ee ay halkaa u tageen ciidamada Faransiiska iyo xulufadooda uu fashilmay, waxaa uuna ku adkeystay in France ay weli ka go’an tahay la dagaalanka kooxaha islaamiyiinta ee gobolka"
1,"Mr Macron ayaa sheegay in go’aanka ka bixitaanka uu daba socdo burbur ku yimid xiriirka diblumaasiyadeed, iyadoo ay sii kordhayso cadaawadda uga imaaneysa maamulka militariga ee Mali , Waxa uu intaa ku daray in Niger ay ogolaatay inay martigeliso qaar ka mid ah ciidamada ka baxaya Mali"
1,"Warbixin la sii daayay khamiistii shalay ayaa lagu sheegay in dalalka ku lugta leh howlagallada uu hoggaamiyo Faransiisku ay ku heshiiyeen inay dejiyaan qorshayaal ku saabsan sidii saameyn ay ugu yeellan lahaayen dhaqdhaqaaqyada ka jira a gobolka, gaar ahaan Niger iyo Guinea, marka la gaaro bisha Juun"
1,Guddiga amniga Xaafadda Eastleigh ayaa sheegay in hawlgalladii looga gol leeyahay sidii looga hortagi lahaa kooxo burcad hubaysan oo maalmihii lasoo dhaafay dhac ka gaysanayay xaafadda Eastleigh
1,"Ciidamada ayaa waxaa lagu arkayay waddooyinka waaweyn iyo Xaafadaha Magaalada Nairobi, iyaga oo baadi goobaya Kooxaha dhaca geeysanaya ee sida gaarka ah u bartilmaameedsanaya dadka Ajaanibta ah gaar ahaan Soomaalida"
1,"Ganacsatada Soomaalida ah ee Xaafada Islii ayaa maalmihii la soo dhaafay muujinayay walaac la xiriira beegsiga lagu haayo, waxaana dii Bishaan Xaafada Islii lagu dilay Wiil Dhalinyaro Soomaali ah, iyada oo laga qaatay taleefoon uu watay"
1,"Tababarahan u dhashey dalka Norway ee Ole Gunner Solskjaer, ayaa sheegay in waxa ugu muhiimsan haatan iney tahay taageerayaasha iyo ciyaartooyda iney midoobaan, maadaama ay kooxdiisu badisay markii uggu horeysay shan kulan oo kamid ah horyaalka Ingiriiska"
1,"“Faransiiska ayaa door muuqda ka ciyaaray abaabulkan caalamiga ah ee lagu gacan iinayo gobalka Saaxil,Waan sii wadi doonnaa xaqiijinta doorkan midaynta”Ayuu yiri Macron  , Ka bixitaanka qorshaysan, oo la filayo inuu dhaco muddo afar ilaa lix bilood ah, ayaa lagu dhawaaqay ka dib kulan ay hogaamiyayaasha Yurub iyo Afrika yeesheen"
1,Ciidamada Booliska Dowladda Kenya ayaa adkeeyay ammaanka xaafadda Eastleigh ee magaalada Naiorbi kadib markii maalmihii lasoo dhaafay ay halkaasi ka dhaceen falal amni darro ah oo lagu beegsanayay bulshada Soomaalida ee ku nool Xaafaddaasi
1,"Waxaa ay sheegtay in xukunka dilka ah uu yahay mid meel dhac ku ah qofka Bani’aadamka ah, isla markaana tallaabada ay qaaday Xukuumadda Somaliland ay aad uga soo horjeedaan"
1,"“Waxa aad noo walaac galiyay qisaasta laga fuliyay Somaliland, halka ay UK ka taagantahay sifiican ayaa loo yaqaana , Waanu ka soo horjeednaa qisaasta oo dhan wakhti kasta iyo duruufkasta, ciqaabta dilku waa mid aan ku haboonayn sharafta aadanaha"
1," Waxba kama tarto ka hortaga dembiyada” ayay tiri WalkerInta badan wadamada Reer Galbeedka ayaa aad uga qeylo dhaamiya markii Xukuumadda Somaliland ay xukuno dil ah ku fuliso qof dilay qof kale, iyaga oo aan ka hadlin xukunada dilka ah oo ay dhankeeda fuliso dowladda Fedraalka ah ee Soomaaliya"
1,"Taliyayaasha Booliska ee labada dal ayaa ku kulmay Addis Ababa, waxayna ku heshiiyeen inay iska kaashadaan sidii wax looga qaban lahaa dembiyada ka dhaca xuduudaha , Saraakiisha iyo warbaahinta Kenya ayaa sheegay in labada dhinac ay isku afgarteen in la bilaabo howlgal ka dhan ah AlShabaab iyo Shene, si loo joojiyo falalka ay wadaan labada urur"
1,"Labada dal ayaa saxiixi doona heshiis is afgarad ah oo ku saabsn howlgalka wadajirka ah ee ay kula dagaalamayaan ururadaas , Taliyaha guud ee booliska Kenya Hilary Mutyambai ayaa sheegay in Itoobiya iyo Kenya ay isku afgarteen in ay sare u qaadaan iskaashiga dhanka xog is dhaafsiga, isaga oo intaa ku daray in heshiiska isafgaradka ah uu awood u siinayo dalalka in ay sugaan nabadda iyo ammaanka xuduudaha isaga gudba , Kenya iyo Itoobiya waxa ay wadaagaan xuduud, waxaana dhowr jeer xuduudaas ka dhacay weeraro ay geysteen ururka Al shabaab"
1,"Dhacdada oo ahayd bishii August ee sannadkan, waxaa lagu dilay toddobo qof oo shacab ahaa, waxaana la sheegay in qaarkood lagu dul fadhiisiyay miino, ka dibna lagu qarxiyay"
1,"Labo ka mid ah askartii la soo eedeeyay oo u dhashay Ugandha ayaa lagu xukumay dil, halka seddaxda kalena lagu xukumay min  sano oo xabsi ah"
1,War saxaafadeed kasoo baxay Amisom ayaa lagu sheegay in ay mas’uuliyad ka saaran tahay ilaalinta amniga shacabka iyo hantida marka ay howlgallada ka fulinayaan gudaha Soomaaliya
1,Labada dal waxay ku heshiiyeen iskaashi amni oo xooggan si loola dagaallamo “argagixisada xudduudaha isaga gudba si loo xaqiijiyo nabadda iyo xasilloonida gobolka”
1,"UK oo cambaareysay xukun dil ah oo Somaliland fulisayMarwo Lizzie Walker oo ah Wakiilka dowladda Ingiriiska u joogta Somaliland, ayaa walaac xoogan waxaa ay  kamuujisay, xukun dil ah oo Somaliland shalay ay ku fulisay,  askari oo horay u dilay askar kale"
1,"Kenya iyo Itoobiya ayaa ballan qaaday in ay samayn doonaan hawlgallo ka dhan ah weerarada argagixisnimada ee ka dhaca xadka u dhaxeeya Kenya iyo Itoobiya si loo xal looga gaaro, sida ay sheegayaan warbaahinta dalka Kenya"
1,Howlgalka AMISOM ayaa ka hadlay xukunada kala duwan ee isugu jiray toogasho iyo xarig kaas oo dhawaan lagu riday askartoodaAMISOM waxay sheegtay in askartan lagu helay dambiga ah in dad rayid ah ay ku laayeen deegaanka Golweyn ee Shabeellaha Hoose
1,AMISOM ayaa sidoo kale sheegtay in askartan dib loogu celin doono dalka Uganda halkaas oo lagu fulin doono xukunada kala duwan ee lagu riday
1,"Waxaa nasiib darraa in muddo shan sano ah oo ka soo wareegatay qaraxii Soobbe ee galaaftay in ku dhow dad gaaraya kun iyo shan boqol oo ruux, in weli ay jiraan kooxo hubeysan oo u ooman daadinta dhiigga dadka,isla markaana doonaya in ay wiiqaan midaamka dowladdnimo iyo dadaalada kale ee loogu jiro horumarinta adeegyada bulshada iyo soo celinta amniga dalka"
1,"Marka loo eego,horumarka baahsan ee uu gaaray dalka iyo mustaqbalka wanaagsan ee u ifaya dadka,ka sokoow,waxaa muuqda kooxo baal maray nidaamka suuban oo ka beensheegay diinta, diidanna hannaanka dowladnimo ee dalka,kuwaas oo sida cad faraha la galay dagaallo ay ku hoobteen shacab aad u fara badan oo birimageydo ah"
1,"Xuska ka Oktoobar waa maalin murugo oo loo sameeyo qeybinii bulshada ee naftooda iyo hantidooda ku waayey qaraxii Soobbe oo shan sano ka hor ka dhacy Magaalada Muqdisho,kaas oo reebay xasuus lama iloowaan ah oo aan ka go’eyn qalbiyada umad sanado badan ku soo jirtay dagaallo sokeeye oo haatan doonaya in ay u gudbaan nidaam sal adag oo horseeda nabad iyo barwaaqo"
1,"Dhacdadaan oo laheyd naxdin iyo amakaag,ayaa sababtay in maalin qura ay dhibaatooyin isugu jiray dhimasho,dhaawacyo  iyo burbur hanti ay soo gaarto dad kau dhow kun iyo shan boqol oo ruux oo ahaa kuwo meherado ganacsi ku lahaa isoyska Soobe iyo dad socota ah oo marayey halkaasi"
1,"Tirakoob rasmi ah oo la sameeyay ayaa muujinaya in ay dhinteen in ka badan  oo ruux,isla markaana uu dhaawacyo kala duwan soo gaaray ku dhawaad  oo qof,halka la waayey ,dad gaaraya  oo illaa haddda aan la ogeyn meel ay ku dambeeyeen raq iyo ruux"
1,"Qaraxaasi foosha xun ee ay ka dambeeyeen kooxaha nabaddiidka ee adeegsada fikirka gurracan, Waxaa marka laga yimaado khasaaraa nafeed ee soo gaaray dadka, ku burbuay hanti lagu qiyaasay  Milyan oo isugu jirtay nuucyada adeegyada ganacsiga,gawaari iyo dhismayaal"
1,"Jawaabo wax ku ool ah oo ay bixiyeen dadka Soomaaliyeed,ayaa dhaliyay in si  degdeg ah loogu gurmado ehelada qeybihii bulshada ee la kulamay dhibaatooyinka qaraxaasi,waxaana tallaabadaasi lagu tilmaamay mid muujineysa damiirka iyo dhaqanka suuban ee ay leeyihiin dadka Soomaalida"
1,Waxaa xaqiiqo ah in dowladda federaalka iyo dadka Soomaaliyeed ee ku kala nool gudaha iyo dibadaha ay u howlgaleen bixinta lacago malaayiin doolar ah oo xirfado ganacsi loogu abuuray eheladii uu saameeyay qaraxii Soobbe
1,"Waa dhab in ay jiraan dad daacad ah oo xilli kasta  u taagan badbaadinta bulshada iyo ka qeybqaadashada horumarka dalka,taasina waa wax u gaar ah dadka Soomaaliyeed oo ay kaga duwan yihiin shucuubta kale ee caalamka"
1,"Haddaba,waxaa manta Magaalada Muqdisho ka dhacay xuska maalinta ka Oktoobar oo ah xasuuqii ugu xumaa ee loo geysto dad rayid ah oo ku sugnaa meherado ganacsi iyo kuwo kale oo socoto ah oo marayey agagaarka isgoyska Soobbe"
1,"Inkastoo qaraxyadu ay yihiin kuwo aan joojineyn ama aan wax u dhimeyn horumarada socda,haddana,waxaa habboon in si wadajir ah looga shaqeeyo soo celinta amniga dalka iyo la dagaalanka qof kasta oo loo arko in ay lid ku yihiin danta dalka iyo dalka"
1,"Sida cad,wadajir ayaa lagu badbaadin karaa dal jira,sidaa daraadeed,waa muhiin in ciidan iyo shacabba ay ka shaqeeyaan danta umadda,gaar ahaan waxyaabaha u baahan in hoos loo eego sida ilaalinta xasiloonida dalka,daryeelka bulshada , ka qeybgalka barnaamijyada horumarineed iyo dhismaha  dalka"
1,"Dowlad iyo shacab,waa in xil la iska saaro sidii mudnaanta loo siin lahaa amniga,Waxaanna aaminsan nahay in bulsho mideysan oo diyaar ah ay ku dhaqaaqi karaan la dagaalanka cid kasta oo wax u dhimaya amnga dalka"
1,Si mar kale aysan u dhicin dhacdo la mid ah tii Soobe waa in qof kasta ay u howlgasho xilka kaga aadan dhowrista dowladnimada iyo guud ahaan soo celinta amniga iyo kala dambeynta  oo si gaar ah u taabanaya dhaqdhaqaaqa bulshada
1,"Maalmihii la soo dhaafay waxaa si dar dar ah mamaul goballeedyada qaar uga socotay doorashada Golaha shacabka ee baarlamanaka cusub ee federaalka Soomaaliya iyadoo horrey loogu heshiiyay in lagu soo gabagabeeyo kaan bishaan Febaraayo, waxaana ilaa iyo hadda la doortay boqolkiiba %"
1,Waxyaabihii lagu heshiiyay waxaa ka mid ahaa in maamul gobaleed kasta laba deegaan doorasho lagu qabto doorashooyinka xubnaha aqalka hoose hase yeeshee waxaa hadda muuqata in caqabadi ka jirto magaalada Garbahaarey ee gobalka Gedo
1,"Wafdiga ka socda Dowladda Soomaaliya ayaa ka kooban, Xeer ilaaliyaja Qaranka Soomaaliya, Guddoomiyaha Baarlamaanka Koonfur Galbeed Cali Saciid Fiqi, Xeer ilaaliyihii hore ee Qaranka Axmed Cali Daahir, Danjire Yuusuf Garaad Cumar  oo ah Ergayga Gaarka ah ee Geeska Afrika, Badda Cas iyo Gacanka Cadmeed iyo Xubno kale"
1,"Shacabka Soomaaliyeed iyo Madaxda Dowladda Soomaaliya ayaa isha ku haya go’aanka Maxkamadda ICJ ay ku dhawaaqi doonto, iyada oo dowladda Kenya ay sheegtay in aysan u hoggaansami doonin go’aanka kasoo baxa Maxkamadda"
1,Haddaba arrinta sida laga yeelayo waxa ay BBCdu wax ka wayadiisay Afhayeenka guddiga dorashada heerfederaal Axmed Aadan Safiina waxa uuna sheegay in haddii kooramku buuxsamo ay dooranyaan guddoonka baarlamanaka iyo madaxweynaha oo aan loo joojineyn khilaafka siyaasadeed ee Garbahaarey
1,"“Runtii caqabadda ka jirta Garbohaareey waa caqabad siyaasadeed, doorashadana waxa halkaa soo gaarsiiyay khilaafka halkaa ka jira waxaad ogeeydeeen shirarkii Dhuusamareeb kow, laba iyo saddex qaarna ay fashilmeen qaarna ay guuleysteen, khilaafka ugu weyna waxa uu ka taagnaa kuraastka lagu soo dooranayo ilaa haddana xal siyaasadeed oo dhameystiran lagama gaarin welina waa lagu kala aragti duwan yahay"
1,Shalay waxaa la soo dhamays tiray doorashada kii kursi ee deegaan doorashoodii ayhad magaalada Baraawe ee Koofur Glabeed Soomaaliya waxaana uu maamulkani noqnayaa maamulkii ugu horreyay ee soo idleeya doorashada deeegaan doorashadooda labaad inkastoo ay jireen cabashooyin ka soo baxayay musharxiin kuraastoodu tiilay Baraawe oo qaarkood sheegayba in laga hor istaagay in ay halkaas tagaan
1,Madaxweynaha Dowlad Goboleedka Hirshabeelle MCali Guudlaawe Xuseen ayaa Magacaabay Gudi Baaris ku sameeya Dilka Taliyihii Saldhiga Booliiska Degmada Beledweyne Allaha u naxariistee Maxamed Xuseen Maxamuud Duurdege
1,"Qoraal kasoo baxay Xafiiska Madaxweynaha HirShabeelle ayaa lagu sheegay in markii uu arkay talo soo jeedinta Hay’adaha Amniga HirShabeelle, isla markaana uu garoowsaday in laga maarmaan ay tahay baaris lagu sameeyo dilkii Taliyihii Booliska Beledweyne uu Magacaabay Xubnaha guddiga baarista oo kala ah"
1,"Gaashaanle Maxamed Cabuqaadir Maxamed oo ah kuxigeenka xeer ilaalinta Maxkamadda Ciidamada Qalabka sida, kaas oo guddiga looga dhigay Guddoomiye Gaashaanle Sare Xasan Dhicisow Xasan oo ah Taliyaha Booliska HirShabeelle oo guddiga looga dhigay Guddoomiye kuxigeen"
1, Gaashaanle Sare Isaaq Cali Cabdulle oo ah Taliyaha qeybta Booliska Gobolka Hiiraan Xubin Gaashaanle Dhexe Maxamuud Xasan Ibraahim Baakaay oo ah Taliyaha Guutada aad ee qeybta aad Xubin
1,"Maxamed Xuseen Rooble Ra’iisul Wasaaraha Xuluumadda xilgaarsiinta ayaa Maalmihii la soo dhaafay waxaa uu cadaadis xoogan kala kulmayay Wakiilada Beesha Caalamka iyo Midowga Musharixiinta, kaas oo ku saabsan dedejinta doorashooyinka"
1,Dhawaan  Warsaxaafadeed ay soo saareen Midowga Musharixiinta ayaa waxaa ay ku eedeeyeen dib u dhaca ku yimid doorashada Soomaaliua inay mas’uul ka yihiin Golaha wadatashiga Qaran oo uu horkacayo Ra’iisul Wasaare Maxamed Xuseen Rooble
1," Sidoo kale,haddii lagu shaqeeyo caqli saliim ah,waxaa suurtagal ah in ay badbaadaan shacbiga,isla markaana la bartilmaameedsado cid kasta oo ku howlan sameynta dambiyo dasgaal oo ka dhan ah aadanaha"
1,Wafdi uu hoggaaminayo Ra’iisul Wasaare kuxigeenka dalka Mahdi Maxamed Guuleed Khadar  ayaa gaaray magaalada Hague ee dalka Holand
1,Ujeedka Wafdiga ayaa waxaa uu yahay inay gooboog ka noqdaan go’aanka Maxkamadda Caddaaladda Adduunka ee ICJ oo ka bishan October ku dhawaaqi doonta xukunka dacwadda badda ee Soomaaliya iyo Kenya
